N;THREADS;TIME;LOOP
1000000000;10;3.89000;7
1000000000;10;4.24000;8
1000000000;10;3.89000;9
1000000000;11;4.17000;0
1000000000;11;3.88000;1
1000000000;11;3.87000;2
1000000000;11;3.87000;3
1000000000;11;4.24000;4
1000000000;11;3.88000;5
1000000000;11;3.87000;6
1000000000;11;4.25000;7
1000000000;11;3.88000;8
1000000000;11;3.88000;9
1000000000;12;3.88000;0
1000000000;12;4.24000;1
1000000000;12;4.24000;2
1000000000;12;4.24000;3
1000000000;12;3.90000;4
1000000000;12;3.88000;5
1000000000;12;4.25000;6
1000000000;12;3.89000;7
1000000000;12;3.88000;8
1000000000;12;3.89000;9
1000000000;13;3.88000;0
1000000000;13;4.25000;1
1000000000;13;4.20000;2
1000000000;13;4.25000;3
1000000000;13;3.88000;4
1000000000;13;4.24000;5
1000000000;13;3.90000;6
1000000000;13;3.91000;7
1000000000;13;3.93000;8
1000000000;13;4.25000;9
1000000000;14;4.25000;0
1000000000;14;3.88000;1
1000000000;14;4.22000;2
1000000000;14;4.24000;3
1000000000;14;4.25000;4
1000000000;14;4.25000;5
1000000000;14;3.88000;6
1000000000;14;3.89000;7
1000000000;14;3.88000;8
1000000000;14;3.90000;9
1000000000;15;3.91000;0
1000000000;15;3.91000;1
1000000000;15;4.26000;2
1000000000;15;4.25000;3
1000000000;15;4.25000;4
1000000000;15;3.88000;5
1000000000;15;3.89000;6
1000000000;15;4.22000;7
1000000000;15;4.25000;8
1000000000;15;3.90000;9
1000000000;16;4.24000;0
1000000000;16;3.88000;1
1000000000;16;3.90000;2
1000000000;16;4.25000;3
1000000000;16;4.24000;4
1000000000;16;3.94000;5
1000000000;16;4.25000;6
1000000000;16;4.23000;7
1000000000;16;4.19000;8
1000000000;16;4.25000;9
1000000000;17;3.88000;0
1000000000;17;4.26000;1
1000000000;17;3.92000;2
1000000000;17;4.25000;3
1000000000;17;3.89000;4
1000000000;17;4.24000;5
1000000000;17;4.28000;6
1000000000;17;3.89000;7
1000000000;17;3.85000;8
1000000000;17;4.24000;9
1000000000;18;4.24000;0
1000000000;18;4.26000;1
1000000000;18;3.91000;2
1000000000;18;3.87000;3
1000000000;18;4.21000;4
1000000000;18;4.27000;5
1000000000;18;4.25000;6
1000000000;18;4.26000;7
1000000000;18;4.25000;8
1000000000;18;3.90000;9
1000000000;19;3.89000;0
1000000000;19;4.22000;1
1000000000;19;4.25000;2
1000000000;19;3.89000;3
1000000000;19;3.89000;4
1000000000;19;4.27000;5
1000000000;19;3.87000;6
1000000000;19;4.30000;7
1000000000;19;4.26000;8
1000000000;19;4.28000;9
1000000000;20;4.26000;0
1000000000;20;4.21000;1
1000000000;20;4.25000;2
1000000000;20;3.99000;3
1000000000;20;3.93000;4
1000000000;20;4.25000;5
1000000000;20;3.90000;6
1000000000;20;3.91000;7
1000000000;20;4.23000;8
1000000000;20;4.26000;9
